1000002,Kabul,,Afghanistan,AF
1001162,Genk,Flanders,Belgium,BE
1001163,Halen,Flanders,Belgium,BE
1001165,Hasselt,Flanders,Belgium,BE
1001166,Herk-de-Stad,Flanders,Belgium,BE
1001167,Hoeselt,Flanders,Belgium,BE
1001170,Kinrooi,Flanders,Belgium,BE
1001172,Lanaken,Flanders,Belgium,BE
1001174,Leopoldsburg,Flanders,Belgium,BE
1001175,Lommel,Flanders,Belgium,BE
1001176,Maaseik,Flanders,Belgium,BE
1001178,Opglabbeek,Flanders,Belgium,BE
1001179,Overpelt,Flanders,Belgium,BE
1001181,Peer,Flanders,Belgium,BE
1001182,Sint-Truiden,Flanders,Belgium,BE
1001183,Tessenderlo,Flanders,Belgium,BE
1001184,Tongeren,Flanders,Belgium,BE
1001185,Zonhoven,Flanders,Belgium,BE
1001187,Aalst,Flanders,Belgium,BE
1001188,Aalter,Flanders,Belgium,BE
1001189,Assenede,Flanders,Belgium,BE
1001191,Beveren,Flanders,Belgium,BE
1001193,Brakel,Flanders,Belgium,BE
1001194,Buggenhout,Flanders,Belgium,BE
1001196,Deerlijk,Flanders,Belgium,BE
1001197,Deinze,Flanders,Belgium,BE
1001198,Dendermonde,Flanders,Belgium,BE
1001199,Destelbergen,Flanders,Belgium,BE
1001201,Eeklo,Flanders,Belgium,BE
1001206,Evergem,Flanders,Belgium,BE
1001207,Gavere,Flanders,Belgium,BE
1001208,Ghent,Flanders,Belgium,BE
1001209,Geraardsbergen,Flanders,Belgium,BE
1001210,Hamme,Flanders,Belgium,BE
1001215,Kruibeke,Flanders,Belgium,BE
1001216,Kruishoutem,Flanders,Belgium,BE
1001217,Lebbeke,Flanders,Belgium,BE
1001221,Lochristi,Flanders,Belgium,BE
1001222,Lokeren,Flanders,Belgium,BE
1001223,Lovendegem,Flanders,Belgium,BE
1001224,Maldegem,Flanders,Belgium,BE
1001225,Melle,Flanders,Belgium,BE
1001228,Merelbeke,Flanders,Belgium,BE
1001231,Nazareth,Flanders,Belgium,BE
1001232,Nevele,Flanders,Belgium,BE
1001234,Ninove,Flanders,Belgium,BE
1001236,Oosterzele,Flanders,Belgium,BE
1001237,Oudenaarde,Flanders,Belgium,BE
1001238,Ronse,Flanders,Belgium,BE
1001242,Sint-Niklaas,Flanders,Belgium,BE
1001243,Stekene,Flanders,Belgium,BE
1001244,Temse,Flanders,Belgium,BE
1001247,Waarschoot,Flanders,Belgium,BE
1001249,Wetteren,Flanders,Belgium,BE
1001252,Zele,Flanders,Belgium,BE
1001254,Zottegem,Flanders,Belgium,BE
1001256,Ardooie,Flanders,Belgium,BE
1001259,Bruges,Flanders,Belgium,BE
1001261,Diksmuide,Flanders,Belgium,BE
1001262,Gistel,Flanders,Belgium,BE
1001266,Harelbeke,Flanders,Belgium,BE
1001268,Hooglede,Flanders,Belgium,BE
1001269,Ypres,Flanders,Belgium,BE
1001270,Izegem,Flanders,Belgium,BE
1001271,Jabbeke,Flanders,Belgium,BE
1001273,Knokke-Heist,Flanders,Belgium,BE
1001274,Koksijde,Flanders,Belgium,BE
1001275,Kortrijk,Flanders,Belgium,BE
1001276,Kuurne,Flanders,Belgium,BE
1001277,Menen,Flanders,Belgium,BE
1001278,Meulebeke,Flanders,Belgium,BE
1001281,Nieuwpoort,Flanders,Belgium,BE
1001282,Ostend,Flanders,Belgium,BE
1001283,Oostkamp,Flanders,Belgium,BE
1001286,Poperinge,Flanders,Belgium,BE
1001287,Roeselare,Flanders,Belgium,BE
1001292,Staden,Flanders,Belgium,BE
1001293,Tielt,Flanders,Belgium,BE
1001294,Torhout,Flanders,Belgium,BE
1001297,Waregem,Flanders,Belgium,BE
1001298,Wervik,Flanders,Belgium,BE
1001300,Wevelgem,Flanders,Belgium,BE
1001301,Wielsbeke,Flanders,Belgium,BE
1001302,Zedelgem,Flanders,Belgium,BE
1001304,Zwevegem,Flanders,Belgium,BE
1001305,Aartselaar,Flanders,Belgium,BE
1001307,Boortmeerbeek,Flanders,Belgium,BE
1001308,Braine-l'Alleud,Walloon Region,Belgium,BE
1001310,Diest,Flanders,Belgium,BE
1001313,Grez-Doiceau,Walloon Region,Belgium,BE
1001314,Jodoigne,Walloon Region,Belgium,BE
1001315,Kampenhout,Flanders,Belgium,BE
1001316,La Hulpe,Walloon Region,Belgium,BE
1001317,Lasne,Walloon Region,Belgium,BE
1001319,Ottignies-Louvain-la-Neuve,Walloon Region,Belgium,BE
1001321,Nivelles,Walloon Region,Belgium,BE
1001326,Tubize,Walloon Region,Belgium,BE
1001327,Waterloo,Walloon Region,Belgium,BE
1001329,Wavre,Walloon Region,Belgium,BE
1001330,Ath,Walloon Region,Belgium,BE
1001332,Binche,Walloon Region,Belgium,BE
1001333,Braine-le-Comte,Walloon Region,Belgium,BE
1001334,Charleroi,Walloon Region,Belgium,BE
1001337,Courcelles,Walloon Region,Belgium,BE
1001342,Enghien,Walloon Region,Belgium,BE
1001343,Fleurus,Walloon Region,Belgium,BE
1001344,Frameries,Walloon Region,Belgium,BE
1001355,La Louviere,Walloon Region,Belgium,BE
1001356,Lessines,Walloon Region,Belgium,BE
1001360,Mons,Walloon Region,Belgium,BE
1001361,Mouscron,Walloon Region,Belgium,BE
1001363,Peruwelz,Walloon Region,Belgium,BE
1001366,Seneffe,Walloon Region,Belgium,BE
1001367,Soignies,Walloon Region,Belgium,BE
1001370,Tournai,Walloon Region,Belgium,BE
1001379,Chaudfontaine,Walloon Region,Belgium,BE
1001382,Eupen,Walloon Region,Belgium,BE
1001385,Grace-Hollogne,Walloon Region,Belgium,BE
1001386,Hannut,Walloon Region,Belgium,BE
1001389,Herstal,Walloon Region,Belgium,BE
1001390,Herve,Walloon Region,Belgium,BE
1001392,Huy,Walloon Region,Belgium,BE
1001393,Landen,Flanders,Belgium,BE
1001394,Liege,Walloon Region,Belgium,BE
1001400,Namur,Walloon Region,Belgium,BE
1001404,Seraing,Walloon Region,Belgium,BE
1001408,Verviers,Walloon Region,Belgium,BE
1001409,Vise,Walloon Region,Belgium,BE
1001413,Wanze,Walloon Region,Belgium,BE
1001414,Waremme,Walloon Region,Belgium,BE
1001418,Arlon,Walloon Region,Belgium,BE
1001421,Bastogne,Walloon Region,Belgium,BE
1001426,Marche-en-Famenne,Walloon Region,Belgium,BE
1001430,Ciney,Walloon Region,Belgium,BE
1001431,Dinant,Walloon Region,Belgium,BE
1001432,Gembloux,Walloon Region,Belgium,BE
1001434,Sambreville,Walloon Region,Belgium,BE
1001437,Cotonou,Littoral Department,Benin,BJ
1001440,Chittagong,Chittagong Division,Bangladesh,BD
1001442,Khulna,Khulna Division,Bangladesh,BD
1001444,Sylhet,Sylhet Division,Bangladesh,BD
1001445,Blagoevgrad,Blagoevgrad Province,Bulgaria,BG
1001446,Dupnica,Kyustendil Province,Bulgaria,BG
1001447,Kyustendil,Kyustendil Province,Bulgaria,BG
1001448,Sofia,Sofia-Capital,Bulgaria,BG
1001449,Burgas,Burgas,Bulgaria,BG
1001450,Pomorie,Burgas,Bulgaria,BG
1001451,Sliven,Sliven Province,Bulgaria,BG
1001452,Yambol,Jambol,Bulgaria,BG
1001453,Dobrich,Dobrich Province,Bulgaria,BG
1001454,Varna,Varna,Bulgaria,BG
1001455,Gabrovo,Gabrovo,Bulgaria,BG
1001456,Lovech,Lovec,Bulgaria,BG
1001457,Pleven,Pleven Province,Bulgaria,BG
1001458,Sevlievo,Gabrovo,Bulgaria,BG
1001459,Veliko Tarnovo,Veliko Tarnovo Province,Bulgaria,BG
1001460,Montana,Montana Province,Bulgaria,BG
1001461,Vidin,Vidin,Bulgaria,BG
1001462,Vratsa,Vraca,Bulgaria,BG
1001463,Karlovo,Plovdiv Province,Bulgaria,BG
1001464,Plovdiv,Plovdiv Province,Bulgaria,BG
1001465,Smolyan,Smoljan,Bulgaria,BG
1001466,Razgrad,Razgrad,Bulgaria,BG
1001467,Ruse,Ruse,Bulgaria,BG
1001468,Silistra,Silistra,Bulgaria,BG
1001469,Targovishte,Targovishte Province,Bulgaria,BG
1001470,Pernik,Pernik,Bulgaria,BG
1001471,Petrich,Blagoevgrad Province,Bulgaria,BG
1001472,Dimitrovgrad,Haskovo Province,Bulgaria,BG
1001473,Haskovo,Haskovo Province,Bulgaria,BG
1001474,Kardzali,Kardzhali Province,Bulgaria,BG
1001475,Kazanluk,Stara Zagora,Bulgaria,BG
1001476,Stara Zagora,Stara Zagora,Bulgaria,BG
1001477,Svilengrad,Haskovo Province,Bulgaria,BG
1001478,Manama,Capital Governorate,Bahrain,BH
1001492,Gomel,Gomel Region,Belarus,BY
1001493,Minsk,Minsk Region,Belarus,BY
1001494,Navapolatsk,Vitebsk Region,Belarus,BY
1001495,Viciebsk,Vitebsk Region,Belarus,BY
1001504,Rio Branco,State of Acre,Brazil,BR
1001505,Capela,State of Alagoas,Brazil,BR
1001506,Maceio,State of Alagoas,Brazil,BR
1001507,Matriz de Camaragibe,State of Alagoas,Brazil,BR
1001510,Itacoatiara,State of Amazonas,Brazil,BR
1001511,Manaus,State of Amazonas,Brazil,BR
1001513,Tefe,State of Amazonas,Brazil,BR
1001515,Macapa,State of Amapa,Brazil,BR
1001516,Alagoinhas,State of Bahia,Brazil,BR
1001517,Barreiras,State of Bahia,Brazil,BR
1001518,Caetite,State of Bahia,Brazil,BR
1001520,Eunapolis,State of Bahia,Brazil,BR
1001521,Feira de Santana,State of Bahia,Brazil,BR
1001522,Guanambi,State of Bahia,Brazil,BR
1001523,Itabuna,State of Bahia,Brazil,BR
1001524,Itamaraju,State of Bahia,Brazil,BR
1001525,Itapetinga,State of Bahia,Brazil,BR
1001528,Jequie,State of Bahia,Brazil,BR
1001529,Juazeiro,State of Bahia,Brazil,BR
1001533,Salvador,State of Bahia,Brazil,BR
1001534,Santo Antonio de Jesus,State of Bahia,Brazil,BR
1001535,Simoes Filho,State of Bahia,Brazil,BR
1001536,Vitoria da Conquista,State of Bahia,Brazil,BR
1001537,Caninde,State of Ceara,Brazil,BR
1001538,Fortaleza,State of Ceara,Brazil,BR
1001539,Juazeiro do Norte,State of Ceara,Brazil,BR
1001540,Sobral,State of Ceara,Brazil,BR
1001541,Brasilia,Federal District,Brazil,BR
1001542,Cachoeiro de Itapemirim,State of Espirito Santo,Brazil,BR
1001543,Castelo,State of Espirito Santo,Brazil,BR
1001544,Colatina,State of Espirito Santo,Brazil,BR
1001545,Linhares,State of Espirito Santo,Brazil,BR
1001546,Sao Mateus,State of Espirito Santo,Brazil,BR
1001547,Serra,State of Espirito Santo,Brazil,BR
1001548,Vila Velha,State of Espirito Santo,Brazil,BR
1001549,Vitoria,State of Espirito Santo,Brazil,BR
1001550,Catalao,State of Goias,Brazil,BR
1001551,Ceres,State of Goias,Brazil,BR
1001552,Goiania,State of Goias,Brazil,BR
1001554,Itumbiara,State of Goias,Brazil,BR
1001555,Jatai,State of Goias,Brazil,BR
1001556,Rio Verde,State of Goias,Brazil,BR
1001557,Trindade,State of Goias,Brazil,BR
1001559,Balsas,State of Maranhao,Brazil,BR
1001560,Imperatriz,State of Maranhao,Brazil,BR
1001561,Sao Luis,State of Maranhao,Brazil,BR
1001562,Alfenas,State of Minas Gerais,Brazil,BR
1001563,Araxa,State of Minas Gerais,Brazil,BR
1001564,Arcos,State of Minas Gerais,Brazil,BR
1001565,Barbacena,State of Minas Gerais,Brazil,BR
1001566,Belo Horizonte,State of Minas Gerais,Brazil,BR
1001567,Caceres,State of Mato Grosso,Brazil,BR
1001568,Cataguases,State of Minas Gerais,Brazil,BR
1001570,Divinopolis,State of Minas Gerais,Brazil,BR
1001571,Governador Valadares,State of Minas Gerais,Brazil,BR
1001572,Ipatinga,State of Minas Gerais,Brazil,BR
1001573,Itajuba,State of Minas Gerais,Brazil,BR
1001574,Juatuba,State of Minas Gerais,Brazil,BR
1001575,Juiz de Fora,State of Minas Gerais,Brazil,BR
1001576,Lavras,State of Minas Gerais,Brazil,BR
1001577,Manhuacu,State of Minas Gerais,Brazil,BR
1001578,Monte Carmelo,State of Minas Gerais,Brazil,BR
1001579,Montes Claros,State of Minas Gerais,Brazil,BR
1001580,Ouro Preto,State of Minas Gerais,Brazil,BR
1001581,Passos,State of Minas Gerais,Brazil,BR
1001582,Patrocinio,State of Minas Gerais,Brazil,BR
1001583,Pirapora,State of Minas Gerais,Brazil,BR
1001584,Pocos de Caldas,State of Minas Gerais,Brazil,BR
1001585,Sao Joao del Rei,State of Minas Gerais,Brazil,BR
1001586,Sete Lagoas,State of Minas Gerais,Brazil,BR
1001587,Teofilo Otoni,State of Minas Gerais,Brazil,BR
1001588,Tres Coracoes,State of Minas Gerais,Brazil,BR
1001589,Uberaba,State of Minas Gerais,Brazil,BR
1001590,Uberlandia,State of Minas Gerais,Brazil,BR
1001591,Unai,State of Minas Gerais,Brazil,BR
1001592,Vicosa,State of Minas Gerais,Brazil,BR
1001593,Campo Grande,State of Mato Grosso do Sul,Brazil,BR
1001595,Corumba,State of Mato Grosso do Sul,Brazil,BR
1001596,Dourados,State of Mato Grosso do Sul,Brazil,BR
1001598,Ponta Pora,State of Mato Grosso do Sul,Brazil,BR
1001599,Tres Lagoas,State of Mato Grosso do Sul,Brazil,BR
1001600,Alta Floresta,State of Mato Grosso,Brazil,BR
1001602,Cuiaba,State of Mato Grosso,Brazil,BR
1001604,Presidente Epitacio,State of Sao Paulo,Brazil,BR
1001605,Rondonopolis,State of Mato Grosso,Brazil,BR
1001606,Sinop,State of Mato Grosso,Brazil,BR
1001607,Tangara da Serra,State of Mato Grosso,Brazil,BR
1001609,Altamira,State of Para,Brazil,BR
1001610,Belem,State of Para,Brazil,BR
1001613,Castanhal,State of Para,Brazil,BR
1001614,Itaituba,State of Para,Brazil,BR
1001615,Maraba,State of Para,Brazil,BR
1001616,Paragominas,State of Para,Brazil,BR
1001617,Redencao,State of Para,Brazil,BR
1001618,Santarem,State of Para,Brazil,BR
1001620,Tucurui,State of Para,Brazil,BR
1001621,Campina Grande,State of Paraiba,Brazil,BR
1001622,Joao Pessoa,State of Paraiba,Brazil,BR
1001624,Paulista,State of Pernambuco,Brazil,BR
1001625,Recife,State of Pernambuco,Brazil,BR
1001629,Teresina,State of Piaui,Brazil,BR
1001630,Apucarana,State of Parana,Brazil,BR
1001631,Cafelandia,State of Parana,Brazil,BR
1001632,Cascavel,State of Parana,Brazil,BR
1001633,Cornelio Procopio,State of Parana,Brazil,BR
1001634,Curitiba,State of Parana,Brazil,BR
1001635,Guarapuava,State of Parana,Brazil,BR
1001636,Ibaiti,State of Parana,Brazil,BR
1001637,Londrina,State of Parana,Brazil,BR
1001638,Palmas,State of Parana,Brazil,BR
1001639,Paranagua,State of Parana,Brazil,BR
1001640,Ponta Grossa,State of Parana,Brazil,BR
1001641,Santo Antonio da Platina,State of Parana,Brazil,BR
1001642,Sao Mateus do Sul,State of Parana,Brazil,BR
1001643,Umuarama,State of Parana,Brazil,BR
1001644,Barra Mansa,State of Rio de Janeiro,Brazil,BR
1001645,Cabo Frio,State of Rio de Janeiro,Brazil,BR
1001646,Campos dos Goytacazes,State of Rio de Janeiro,Brazil,BR
1001647,Itaguai,State of Rio de Janeiro,Brazil,BR
1001648,Itaperuna,State of Rio de Janeiro,Brazil,BR
1001649,Macae,State of Rio de Janeiro,Brazil,BR
1001650,Niteroi,State of Rio de Janeiro,Brazil,BR
1001651,Nova Friburgo,State of Rio de Janeiro,Brazil,BR
1001652,Nova Iguacu,State of Rio de Janeiro,Brazil,BR
1001653,Petropolis,State of Rio de Janeiro,Brazil,BR
1001654,Porto Real,State of Rio de Janeiro,Brazil,BR
1001655,Rio de Janeiro,State of Rio de Janeiro,Brazil,BR
1001656,Sao Jose do Vale do Rio Preto,State of Rio de Janeiro,Brazil,BR
1001657,Seropedica,State of Rio de Janeiro,Brazil,BR
1001658,Teresopolis,State of Rio de Janeiro,Brazil,BR
1001659,Valenca,State of Rio de Janeiro,Brazil,BR
1001660,Vassouras,State of Rio de Janeiro,Brazil,BR
1001661,Mossoro,State of Rio Grande do Norte,Brazil,BR
1001662,Natal,State of Rio Grande do Norte,Brazil,BR
1001664,Cacoal,State of Rondonia,Brazil,BR
1001665,Ji-Parana,State of Rondonia,Brazil,BR
1001666,Porto Velho,State of Rondonia,Brazil,BR
1001667,Bage,State of Rio Grande do Sul,Brazil,BR
1001668,Cachoeira do Sul,State of Rio Grande do Sul,Brazil,BR
1001669,Camaqua,State of Rio Grande do Sul,Brazil,BR
1001670,Canoas,State of Rio Grande do Sul,Brazil,BR
1001671,Capao da Canoa,State of Rio Grande do Sul,Brazil,BR
1001672,Caxias do Sul,State of Rio Grande do Sul,Brazil,BR
1001673,Erechim,State of Rio Grande do Sul,Brazil,BR
1001674,Flores da Cunha,State of Rio Grande do Sul,Brazil,BR
1001675,Guapore,State of Rio Grande do Sul,Brazil,BR
1001676,Ibiruba,State of Rio Grande do Sul,Brazil,BR
1001677,Ijui,State of Rio Grande do Sul,Brazil,BR
1001678,Jaguarao,State of Rio Grande do Sul,Brazil,BR
1001679,Lajeado,State of Rio Grande do Sul,Brazil,BR
1001681,Novo Hamburgo,State of Rio Grande do Sul,Brazil,BR
1001682,Palmeira das Missoes,State of Rio Grande do Sul,Brazil,BR
1001683,Parobe,State of Rio Grande do Sul,Brazil,BR
1001684,Passo Fundo,State of Rio Grande do Sul,Brazil,BR
1001685,Pelotas,State of Rio Grande do Sul,Brazil,BR
1001686,Porto Alegre,State of Rio Grande do Sul,Brazil,BR
1001687,Rio Grande,State of Rio Grande do Sul,Brazil,BR
1001688,Santa Cruz do Sul,State of Rio Grande do Sul,Brazil,BR
1001689,Santa Maria,State of Rio Grande do Sul,Brazil,BR
1001690,Santa Rosa,State of Rio Grande do Sul,Brazil,BR
1001691,Santana do Livramento,State of Rio Grande do Sul,Brazil,BR
1001692,Sao Leopoldo,State of Rio Grande do Sul,Brazil,BR
1001693,Tapes,State of Rio Grande do Sul,Brazil,BR
1001694,Taquari,State of Rio Grande do Sul,Brazil,BR
1001695,Torres,State of Rio Grande do Sul,Brazil,BR
1001696,Uruguaiana,State of Rio Grande do Sul,Brazil,BR
1001697,Vacaria,State of Rio Grande do Sul,Brazil,BR
1001698,Blumenau,State of Santa Catarina,Brazil,BR
1001699,Braco do Norte,State of Santa Catarina,Brazil,BR
1001700,Cacador,State of Santa Catarina,Brazil,BR
1001701,Canoinhas,State of Santa Catarina,Brazil,BR
1001702,Chapeco,State of Santa Catarina,Brazil,BR
1001703,Concordia,State of Santa Catarina,Brazil,BR
1001704,Criciuma,State of Santa Catarina,Brazil,BR
1001705,Curitibanos,State of Santa Catarina,Brazil,BR
1001706,Florianopolis,State of Santa Catarina,Brazil,BR
1001707,Imbituba,State of Santa Catarina,Brazil,BR
1001708,Itajai,State of Santa Catarina,Brazil,BR
1001709,Joacaba,State of Santa Catarina,Brazil,BR
1001710,Joinville,State of Santa Catarina,Brazil,BR
1001712,Navegantes,State of Santa Catarina,Brazil,BR
1001713,Rio do Sul,State of Santa Catarina,Brazil,BR
1001714,Rio Negrinho,State of Santa Catarina,Brazil,BR
1001715,Aracaju,State of Sergipe,Brazil,BR
1001716,Adamantina,State of Sao Paulo,Brazil,BR
1001717,Americana,State of Sao Paulo,Brazil,BR
1001718,Aracatuba,State of Sao Paulo,Brazil,BR
1001719,Araraquara,State of Sao Paulo,Brazil,BR
1001720,Assis,State of Sao Paulo,Brazil,BR
1001721,Avare,State of Sao Paulo,Brazil,BR
1001722,Bariri,State of Sao Paulo,Brazil,BR
1001723,Barretos,State of Sao Paulo,Brazil,BR
1001724,Barueri,State of Sao Paulo,Brazil,BR
1001725,Bauru,State of Sao Paulo,Brazil,BR
1001726,Botucatu,State of Sao Paulo,Brazil,BR
1001727,Braganca Paulista,State of Sao Paulo,Brazil,BR
1001728,Cachoeira Paulista,State of Sao Paulo,Brazil,BR
1001729,Campinas,State of Sao Paulo,Brazil,BR
1001730,Catanduva,State of Sao Paulo,Brazil,BR
1001731,Cotia,State of Sao Paulo,Brazil,BR
1001732,Cubatao,State of Sao Paulo,Brazil,BR
1001733,Dracena,State of Sao Paulo,Brazil,BR
1001734,Fernandopolis,State of Sao Paulo,Brazil,BR
1001735,Franca,State of Sao Paulo,Brazil,BR
1001736,Guarulhos,State of Sao Paulo,Brazil,BR
1001737,Hortolandia,State of Sao Paulo,Brazil,BR
1001738,Indaiatuba,State of Sao Paulo,Brazil,BR
1001739,Ipero,State of Sao Paulo,Brazil,BR
1001740,Itapetininga,State of Sao Paulo,Brazil,BR
1001741,Itapeva,State of Sao Paulo,Brazil,BR
1001742,Itarare,State of Sao Paulo,Brazil,BR
1001743,Jundiai,State of Sao Paulo,Brazil,BR
1001744,Laranjal Paulista,State of Sao Paulo,Brazil,BR
1001745,Leme,State of Sao Paulo,Brazil,BR
1001746,Limeira,State of Sao Paulo,Brazil,BR
1001747,Lins,State of Sao Paulo,Brazil,BR
1001748,Lorena,State of Sao Paulo,Brazil,BR
1001749,Marilia,State of Sao Paulo,Brazil,BR
1001750,Mococa,State of Sao Paulo,Brazil,BR
1001751,Mogi Guacu,State of Sao Paulo,Brazil,BR
1001752,Moji-Mirim,State of Sao Paulo,Brazil,BR
1001753,Nova Odessa,State of Sao Paulo,Brazil,BR
1001754,Osasco,State of Sao Paulo,Brazil,BR
1001755,Ourinhos,State of Sao Paulo,Brazil,BR
1001756,Paulinia,State of Sao Paulo,Brazil,BR
1001757,Pindamonhangaba,State of Sao Paulo,Brazil,BR
1001758,Piracicaba,State of Sao Paulo,Brazil,BR
1001759,Porto Ferreira,State of Sao Paulo,Brazil,BR
1001760,Presidente Prudente,State of Sao Paulo,Brazil,BR
1001761,Registro,State of Sao Paulo,Brazil,BR
1001762,Ribeirao Pires,State of Sao Paulo,Brazil,BR
1001763,Ribeirao Preto,State of Sao Paulo,Brazil,BR
1001764,Rio Claro,State of Sao Paulo,Brazil,BR
1001765,Santo Andre,State of Sao Paulo,Brazil,BR
1001766,Santos,State of Sao Paulo,Brazil,BR
1001767,Sao Bernardo do Campo,State of Sao Paulo,Brazil,BR
1001768,Sao Caetano do Sul,State of Sao Paulo,Brazil,BR
1001769,Sao Carlos,State of Sao Paulo,Brazil,BR
1001770,Sao Joao da Boa Vista,State of Sao Paulo,Brazil,BR
1001771,Sao Jose do Rio Preto,State of Sao Paulo,Brazil,BR
1001772,Sao Jose dos Campos,State of Sao Paulo,Brazil,BR
1001773,Sao Paulo,State of Sao Paulo,Brazil,BR
1001774,Sao Sebastiao,State of Sao Paulo,Brazil,BR
1001775,Sao Vicente,State of Sao Paulo,Brazil,BR
1001776,Sorocaba,State of Sao Paulo,Brazil,BR
1001777,Suzano,State of Sao Paulo,Brazil,BR
1001778,Taubate,State of Sao Paulo,Brazil,BR
1001779,Tupa,State of Sao Paulo,Brazil,BR
1001780,Araguaina,State of Tocantins,Brazil,BR
1001784,Saint James,,Barbados,BB
1001785,Saint Michael,,Barbados,BB
1001786,Bandar Seri Begawan,Brunei-Muara District,Brunei,BN
1001792,Acme,Alberta,Canada,CA
1001793,Airdrie,Alberta,Canada,CA
1001794,Athabasca,Alberta,Canada,CA
1001795,Banff,Alberta,Canada,CA
1001796,Barrhead,Alberta,Canada,CA
1001797,Bonnyville,Alberta,Canada,CA
1001798,Bow Island,Alberta,Canada,CA
1001799,Breton,Alberta,Canada,CA
1001800,Brooks,Alberta,Canada,CA
1001801,Calgary,Alberta,Canada,CA
1001802,Camrose,Alberta,Canada,CA
